# timestamp tx ty tz qx qy qz qw
1631622079.198325634003 0.005626122397 0.011551499977 -0.018995772722 0.003152163348 -0.001845949142 -0.012628459962 0.999913567755
1631622079.298323631287 0.012606861473 0.017587191175 -0.031514284722 0.006995307811 -0.003151264333 -0.024172816793 0.999678329073
1631622079.398766756058 0.015985750954 0.025675704635 -0.048592061246 0.010503584756 -0.004794942426 -0.035418775666 0.999305820110
1631622079.499089956284 0.020425887485 0.036305606371 -0.062221764014 0.013704245526 -0.005661262696 -0.046898525412 0.998789556591
1631622079.598901033401 0.025219605854 0.040413182637 -0.072676277514 0.016875807366 -0.005722917590 -0.057167410687 0.998205506381
1631622079.698802471161 0.025129220925 0.041728558800 -0.088690611016 0.019327705439 -0.006331447743 -0.066073064282 0.997607423752
1631622079.799183845520 0.030354480882 0.044576616154 -0.096363323567 0.021399856227 -0.005542966602 -0.074693815288 0.996961396985
1631622079.899221420288 0.028960560380 0.047838818677 -0.103632970910 0.023142846222 -0.004730786224 -0.082441707629 0.996315849123
1631622079.999731063843 0.025461956004 0.048914921282 -0.111566383604 0.024443104772 -0.003684682233 -0.088282098672 0.995788693369
1631622080.099609851837 0.023583765390 0.051884851297 -0.115742783336 0.025800693013 -0.001978118395 -0.093240288445 0.995307281089
1631622080.199707746506 0.016665957852 0.047498788973 -0.118521231499 0.026445718069 0.000069106803 -0.096527294937 0.994978927731
1631622080.299849748611 0.014426147900 0.052721156002 -0.119751448693 0.026433733092 0.002551270006 -0.099914574109 0.994641566209
1631622080.400044441223 0.004326094695 0.048773579082 -0.123925220505 0.026094374125 0.004732984911 -0.101172169529 0.994515428848
1631622080.500042676926 -0.007845960704 0.047246663104 -0.136543425374 0.024784700384 0.005962850001 -0.102445362979 0.994411983910
1631622080.600167512894 -0.013353294286 0.043369908490 -0.133341124093 0.023254871102 0.009177797019 -0.103605783985 0.994304257475
1631622080.700511455536 -0.019437592331 0.040981958665 -0.130762551407 0.021640411168 0.012319272158 -0.104943931413 0.994166423722
1631622080.803192377090 -0.030221878335 0.036791170807 -0.134521952920 0.019430770373 0.014589466389 -0.105514791318 0.994120925089
1631622080.900837182999 -0.039403456914 0.035404788324 -0.135169101554 0.017049214728 0.017201224984 -0.105755912110 0.994097243395
1631622081.001101016998 -0.047423230076 0.030004805374 -0.135285888779 0.014600809370 0.019953459431 -0.104373368139 0.994230895970
1631622081.101161003113 -0.051913687268 0.027267713199 -0.134173507722 0.012018764510 0.022686503817 -0.102416195184 0.994410367265
1631622081.201458692551 -0.056745756265 0.031390534921 -0.136681162915 0.009383033942 0.025023731852 -0.099758350939 0.994652801891
1631622081.301596879959 -0.058741204200 0.025470731265 -0.134230043914 0.007127837821 0.028074249063 -0.094304979321 0.995121965943
1631622081.401828050613 -0.062797314657 0.025836171280 -0.141034687233 0.004824422197 0.029896996315 -0.088839219447 0.995585540685
1631622081.501943111420 -0.063244347276 0.023088477072 -0.142858584539 0.002860559921 0.032227999886 -0.082588823124 0.996058381455
1631622081.602140188217 -0.059568251565 0.022010352575 -0.147372639820 0.000830657510 0.034262742778 -0.076411787616 0.996487130966
1631622081.702244758606 -0.053555049136 0.027453233602 -0.151449655761 -0.001058109434 0.035806786787 -0.071252390520 0.996814821021
1631622081.802336692810 -0.041934295966 0.029803662384 -0.152354212776 -0.002454057094 0.037168510015 -0.067958049351 0.996992515820
1631622081.902606487274 -0.028925606657 0.034369895690 -0.156756499420 -0.003588876708 0.037150304544 -0.067023967726 0.997052968765
1631622082.002547502518 -0.015454609634 0.041290137844 -0.165250541243 -0.003973904147 0.035633407834 -0.066034749931 0.997172870453
1631622082.102777957916 0.005195697402 0.046589057213 -0.167248912764 -0.003131399345 0.034098009369 -0.063973408625 0.997363927868
1631622082.202741622925 0.027116220840 0.054670184624 -0.171123886600 -0.001644965276 0.031786399299 -0.062442665521 0.997540855174
1631622082.302864074707 0.046727468029 0.063285792137 -0.175561479851 0.000742650654 0.028577812422 -0.063020136152 0.997602728403
1631622082.403074264526 0.066328364833 0.071746198924 -0.182804703273 0.003819743157 0.024265477673 -0.063253078246 0.997695186741
1631622082.503338098526 0.084388598967 0.077670419116 -0.188612426707 0.008223965849 0.019345657969 -0.061846422618 0.997864332727
1631622082.603120088577 0.105515490095 0.082933970870 -0.188452050867 0.013021730091 0.014944829204 -0.060729484448 0.997957483763
1631622082.703679800034 0.122821694744 0.085991159975 -0.192612234195 0.017798611372 0.009919659034 -0.058931328455 0.998054115263
1631622082.803638458252 0.139010333506 0.088759643061 -0.197919363331 0.022788090664 0.004727722336 -0.056779806879 0.998115453635
1631622082.903722047806 0.153787668834 0.098680116626 -0.199323080549 0.027138030437 0.000024958631 -0.055858424301 0.998069802761
1631622083.003744840622 0.165969974207 0.101145026406 -0.204686844295 0.030940714149 -0.004787079622 -0.054544551628 0.998020288886
1631622083.104040145874 0.172863475543 0.104472645510 -0.216956204766 0.034219295378 -0.010285118582 -0.053314857678 0.997938108350
1631622083.204210042953 0.182362688075 0.111566536973 -0.219179857476 0.037051843979 -0.014208973305 -0.052114936868 0.997852116090
1631622083.304334163666 0.189318421592 0.111932754184 -0.221577290234 0.039569699643 -0.017691882608 -0.049621204844 0.997826828469
1631622083.404532432556 0.191122770986 0.114425744816 -0.230830755673 0.040627666319 -0.021254076255 -0.046989511399 0.997842131575
1631622083.504528760910 0.191639649279 0.115882163628 -0.241879183914 0.040634121537 -0.024169328205 -0.043309165948 0.997941987322
1631622083.604574680328 0.189395469891 0.116721718372 -0.252086207568 0.040196629642 -0.026246821387 -0.038404279876 0.998107995623
1631622083.704777479172 0.185149749556 0.120561308534 -0.264645621040 0.038806458431 -0.027693341754 -0.033339946579 0.998305912388
1631622083.805087566376 0.181890538162 0.120294911257 -0.272124592337 0.037346919923 -0.027691195695 -0.028268074363 0.998518133676
1631622083.905194759369 0.174060269064 0.120584000452 -0.286718711734 0.035148165233 -0.027710079707 -0.023646646632 0.998717570047
1631622084.005570173264 0.167480900205 0.117840081083 -0.299803927309 0.032673317067 -0.026751816035 -0.018949084512 0.998927924215
1631622084.105586051941 0.159102935725 0.119346742226 -0.311844600007 0.030245974356 -0.025102798800 -0.014991841622 0.999114426940
1631622084.205697536469 0.150706373439 0.121241754307 -0.324677227137 0.027393037754 -0.022931634005 -0.011131179483 0.999299417752
1631622084.306084394455 0.139032281267 0.118755856279 -0.340963563355 0.024304723300 -0.020666339234 -0.006783903007 0.999467723342
1631622084.406227827072 0.128862147564 0.117556614725 -0.357172758897 0.021160895387 -0.018024358644 -0.002704668493 0.999609768277
1631622084.506256103516 0.119309437227 0.119721987529 -0.367461943811 0.018337818474 -0.014518774752 0.000630508944 0.999726107014
1631622084.606339693069 0.106952869297 0.121707793096 -0.384253900602 0.015577674607 -0.011549570136 0.003619505894 0.999805315311
1631622084.706648349762 0.097797159122 0.120736631554 -0.395127946743 0.013161908609 -0.007847902967 0.006447350450 0.999861737047
1631622084.806309700012 0.088679644171 0.123165086374 -0.409468426042 0.010544309429 -0.004418262991 0.008473253835 0.999898711180
1631622084.906872749329 0.080400901428 0.121627406251 -0.421353448481 0.007844909133 -0.000781292723 0.010213498513 0.999916744449
1631622085.006795644760 0.076300210226 0.123393087438 -0.428980512061 0.005145376744 0.003239170305 0.010418866354 0.999927228684
1631622085.106922388077 0.073112970483 0.129156059441 -0.437311626969 0.002425642136 0.006836195169 0.009289226268 0.999930535326
1631622085.207100152969 0.067660491088 0.134434113865 -0.452418531981 -0.000579445195 0.009235813007 0.007494129772 0.999929081016
1631622085.307231426239 0.067135031599 0.142356281378 -0.462052026042 -0.003579980211 0.011941606282 0.003128479254 0.999917361410
1631622085.407393455505 0.073231524197 0.152649718291 -0.465184360463 -0.006245128472 0.014874104153 -0.003477601131 0.999863771197
1631622085.504431724548 0.078092665836 0.158775134155 -0.471603157657 -0.008704089179 0.016678772048 -0.010346564318 0.999769403171
1631622085.604465961456 0.084149123171 0.167020738536 -0.477768913351 -0.010097164097 0.017682242217 -0.018586227953 0.999619809963
1631622085.707951545715 0.093003004565 0.179711328803 -0.479959798126 -0.010570444856 0.018440169449 -0.028057919537 0.999380204125
1631622085.804826021194 0.102879699764 0.183248329268 -0.480286059840 -0.010122394168 0.018884535502 -0.036300466756 0.999111106751
1631622085.904903411865 0.110583560927 0.194383863921 -0.483673293881 -0.008670375440 0.018513753438 -0.045232593983 0.998767199128
1631622086.005039453506 0.117927745046 0.204584652703 -0.484107551495 -0.006649982608 0.018268786078 -0.053541476166 0.998376286937
1631622086.105143785477 0.124108225275 0.212437246432 -0.485305719757 -0.004136708245 0.017752663737 -0.060941182886 0.997974855176
1631622086.205364465714 0.131954527725 0.218359952259 -0.483322383507 -0.001027487342 0.017626714236 -0.067506869924 0.997562538551
1631622086.309054851532 0.138429707444 0.230831018070 -0.479583775530 0.002208127762 0.017696761075 -0.074016569678 0.997097534937
1631622086.409056663513 0.144317809648 0.231399120173 -0.479051181305 0.005729650921 0.017544101603 -0.078407626119 0.996750553877
1631622086.509071826935 0.148609150192 0.240658781589 -0.478450528702 0.009227852516 0.017376329745 -0.083126853487 0.996344785048
1631622086.609117031097 0.153409999276 0.248345050810 -0.476395575876 0.012476126831 0.017510638357 -0.086758165779 0.995997432452
1631622086.709363460541 0.157372393513 0.252109505034 -0.471982079049 0.015739548417 0.017963262248 -0.088789130838 0.995764164110
1631622086.809587717056 0.161579454939 0.259914398404 -0.468291226237 0.018356498595 0.018585222833 -0.090219165097 0.995579414216
1631622086.909688711166 0.160190400514 0.262882943958 -0.473856574672 0.020493845697 0.018229757759 -0.090145966341 0.995550927041
1631622087.009826898575 0.163102622749 0.265580060382 -0.474621011463 0.022361144824 0.018673361861 -0.089064016109 0.995599912860
1631622087.109962940216 0.165605981404 0.272476282442 -0.476946860470 0.023308570657 0.019109646841 -0.087447859266 0.995713175038
1631622087.210387706757 0.166741938218 0.275811203544 -0.476239717642 0.023945309503 0.019974967958 -0.084779840088 0.995911818928
1631622087.310248613358 0.165301330927 0.279918228804 -0.487266804826 0.023715170185 0.019703478817 -0.081317822070 0.996211381280
1631622087.410357475281 0.167398277535 0.285360457246 -0.491182800767 0.023163630717 0.020324921293 -0.077459691568 0.996519284115
1631622087.510593891144 0.167769012766 0.290190255197 -0.498871987344 0.021697335135 0.020605436713 -0.072932216943 0.996888087033
1631622087.610759973526 0.169303423827 0.295676382199 -0.505663058318 0.020031870670 0.020992467032 -0.068215558324 0.997248705997
1631622087.710859060287 0.169895350045 0.301078706481 -0.516310834215 0.017888556841 0.020815715271 -0.063074772619 0.997631466870
1631622087.810983419418 0.171863745050 0.305932775388 -0.525098694524 0.015472884997 0.020821995119 -0.057784758715 0.997992074672
1631622087.911153793335 0.172224018032 0.307749381910 -0.535895474740 0.013061741551 0.020403289288 -0.052168413088 0.998344496723
1631622088.011063575745 0.173812819362 0.311007457154 -0.548874673714 0.010779264521 0.019600976373 -0.046784912255 0.998654553888
1631622088.111514329910 0.177164459429 0.314725700552 -0.558215213470 0.008832768271 0.019007022860 -0.041564958921 0.998915998387
1631622088.211660146713 0.178236534718 0.321336662038 -0.569951640960 0.007194659302 0.017782331334 -0.036773935255 0.999139516731
1631622088.311744213104 0.179146951911 0.325015851911 -0.583699628821 0.005836365736 0.016205580281 -0.031592032899 0.999352442161
1631622088.412047147751 0.181852390606 0.326192142219 -0.593300571732 0.005375751302 0.014881520565 -0.026349969553 0.999527565129
1631622088.511969327927 0.183826239384 0.324755133353 -0.602040934754 0.005490761978 0.013425527386 -0.020854254917 0.999677315245
1631622088.612289667130 0.183208492648 0.328213012628 -0.614228807791 0.006184155831 0.011245089827 -0.015926787230 0.999790811219
1631622088.712317943573 0.185786797642 0.325221701590 -0.621222978861 0.007810860654 0.009634682528 -0.010518845308 0.999867764472
1631622088.812448978424 0.187140734452 0.321303565174 -0.629549368429 0.009664355867 0.007893069995 -0.005015932686 0.999909580976
1631622088.912870407104 0.186624211773 0.321331847491 -0.641935542306 0.011589278189 0.005557411377 -0.000232665493 0.999917381716
1631622089.012807130814 0.183903860375 0.317742516001 -0.652787691589 0.013543340884 0.003471058721 0.004620694382 0.999891586900
1631622089.112831354141 0.183209605525 0.310509555052 -0.661675421752 0.016021205211 0.001799740289 0.009312472709 0.999826660944
